mean,std,shapley_type,feature,strata,batch,weights,data
0.0029175115559606163,0.001568121412803921,standardized shapley value,Y,40-60%,1,different weights,Arbitrary normal 3 correlated vars
0.014171675251618698,0.011472351571061606,rank-relevance shapley value,X,40-60%,1,different weights,Arbitrary normal 3 correlated vars
0.015468212490127883,0.012757450383538538,rank-relevance shapley value,Y,40-60%,1,different weights,Arbitrary normal 3 correlated vars
0.07714000268353928,0.014801341711340088,shapley value,X,60-80%,0,different weights,Arbitrary normal 3 correlated vars
0.01947097393788243,0.014081482970402308,shapley value,Y,60-80%,0,different weights,Arbitrary normal 3 correlated vars
0.010937432169054191,0.0005957926812410448,standardized shapley value,X,60-80%,0,different weights,Arbitrary normal 3 correlated vars
0.008732234644647598,0.0009050053002395459,standardized shapley value,Y,60-80%,0,different weights,Arbitrary normal 3 correlated vars
0.0006475897250393771,3.27957808725813e-05,rank-relevance shapley value,X,60-80%,0,different weights,Arbitrary normal 3 correlated vars
0.0005239602250401184,0.00011126939564801708,rank-relevance shapley value,Y,60-80%,0,different weights,Arbitrary normal 3 correlated vars
0.042384180825906045,0.03895120272133527,shapley value,X,60-80%,1,different weights,Arbitrary normal 3 correlated vars
0.10025948452448535,0.05019904455717737,shapley value,Y,60-80%,1,different weights,Arbitrary normal 3 correlated vars
0.002883885882513231,0.0006790087133994501,standardized shapley value,X,60-80%,1,different weights,Arbitrary normal 3 correlated vars
0.0038060295206938117,0.0010264675409553004,standardized shapley value,Y,60-80%,1,different weights,Arbitrary normal 3 correlated vars
0.0003555110388530638,0.00023168445372431272,rank-relevance shapley value,X,60-80%,1,different weights,Arbitrary normal 3 correlated vars
0.0004741612362542981,0.0002918177324308041,rank-relevance shapley value,Y,60-80%,1,different weights,Arbitrary normal 3 correlated vars
0.07978496639441474,0.03800111107276459,shapley value,X,80-100%,0,different weights,Arbitrary normal 3 correlated vars
0.0969780742845638,0.027558221500461808,shapley value,Y,80-100%,0,different weights,Arbitrary normal 3 correlated vars
0.010838411147591697,0.0014607139560119005,standardized shapley value,X,80-100%,0,different weights,Arbitrary normal 3 correlated vars
0.012751997744605427,0.0023831474503623346,standardized shapley value,Y,80-100%,0,different weights,Arbitrary normal 3 correlated vars
2.267316631922835e-07,3.3776209808208434e-07,rank-relevance shapley value,X,80-100%,0,different weights,Arbitrary normal 3 correlated vars
2.514191830538639e-07,3.816542076658184e-07,rank-relevance shapley value,Y,80-100%,0,different weights,Arbitrary normal 3 correlated vars
0.08835840194633778,0.05303506369130465,shapley value,X,80-100%,1,different weights,Arbitrary normal 3 correlated vars
0.1364539655530678,0.06067110969793014,shapley value,Y,80-100%,1,different weights,Arbitrary normal 3 correlated vars
0.0037447705694367422,0.000691049759205052,standardized shapley value,X,80-100%,1,different weights,Arbitrary normal 3 correlated vars
0.004420280169581527,0.0007905478532371781,standardized shapley value,Y,80-100%,1,different weights,Arbitrary normal 3 correlated vars
6.897356477561227e-07,1.1339898789557219e-06,rank-relevance shapley value,X,80-100%,1,different weights,Arbitrary normal 3 correlated vars
7.354258235002975e-07,1.0918063874872776e-06,rank-relevance shapley value,Y,80-100%,1,different weights,Arbitrary normal 3 correlated vars
